lru-config2,lime-config2,lime_10ts-config2,lime_14ts-config2,lime_18ts-config2,lime_22ts-config2,lime_26ts-config2,lime_30ts-config2,lime_4ts-config2,lime_ht_16-config2,lime_ht_160-config2,lime_ht_192-config2,lime_ht_32-config2,lime_ht_64-config2,lime_ht_96-config2,lime_pat30-config2,lime_pc10-config2,lime_pc12-config2,lime_pc14-config2,lime_pc18-config2,lime_pc20-config2,lime_pc22-config2,multp-config2,red-config2,red_1_52-config2,red_259-config2,red_268-config2,red_2_60-config2,red_4_66-config2,red_5_69-config2,red_ad-config2,red_ah-config2,red_aq-config2,red_aqp-config2,red_ld-config2,red_lh-config2,red_lq-config2,red_lqp-config2,red_sw3-config2,red_sw4-config2,red_sw5-config2,ship_pp-config2
perlbench_135B,22971.0,5411.0,5413.0,5411.0,5411.0,5413.0,5412.0,5413.0,5411.0,5411.0,5411.0,5411.0,5411.0,5411.0,5411.0,5411.0,5411.0,5411.0,5411.0,5411.0,5411.0,5411.0,22369.0,23097.0,23097.0,23097.0,23097.0,23097.0,23097.0,23097.0,23097.0,23097.0,22848.0,23097.0,23097.0,23097.0,23105.0,23097.0,23097.0,23097.0,23097.0,22586.0
sphinx3_1339B,8504.0,6746.0,6753.0,6753.0,6753.0,6753.0,6753.0,6753.0,6753.0,6111.0,6746.0,6746.0,6121.0,6746.0,6746.0,6746.0,6746.0,6746.0,6746.0,6746.0,6746.0,6746.0,38418.0,10239.0,10240.0,9990.0,10240.0,10239.0,10239.0,10239.0,9990.0,46835.0,50479.0,9990.0,9990.0,47016.0,49393.0,9990.0,9990.0,9990.0,9957.0,42604.0
astar_313B,32715.0,11639.0,11870.0,11717.0,12036.0,11731.0,12455.0,11906.0,11828.0,10021.0,11555.0,11518.0,9292.0,9965.0,11639.0,11692.0,11692.0,11639.0,11639.0,11639.0,11639.0,11639.0,12655.0,32816.0,26614.0,34818.0,32816.0,26024.0,24401.0,22345.0,32954.0,31429.0,35189.0,33238.0,32890.0,31222.0,31571.0,33238.0,33281.0,43061.0,33262.0,18263.0
cactusADM_1039B,853.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,402.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,310.0,801.0,819.0,802.0,801.0,801.0,801.0,801.0,802.0,754.0,841.0,802.0,802.0,754.0,896.0,802.0,801.0,801.0,832.0,864.0
sphinx3_883B,9911.0,10810.0,10799.0,10798.0,10802.0,10797.0,10798.0,10795.0,10800.0,10655.0,10810.0,10810.0,10672.0,10810.0,10810.0,10810.0,10810.0,10810.0,10810.0,10810.0,10810.0,10810.0,29103.0,34631.0,34717.0,12302.0,29390.0,34615.0,34615.0,34550.0,12245.0,35273.0,36174.0,12245.0,12245.0,34724.0,36203.0,12245.0,12334.0,12368.0,12307.0,29899.0
perlbench_105B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leslie3d_1186B,9854.0,20713.0,20686.0,20688.0,20709.0,20684.0,20695.0,20695.0,20686.0,18209.0,20730.0,20730.0,19962.0,20716.0,20712.0,20708.0,20708.0,20713.0,20713.0,20713.0,20713.0,20713.0,26662.0,37976.0,37278.0,25350.0,17703.0,38399.0,37746.0,37275.0,18082.0,37027.0,30971.0,16950.0,19645.0,37696.0,32928.0,16950.0,17097.0,17040.0,17892.0,28897.0
omnetpp_17B,2121.0,2117.0,1760.0,1996.0,854.0,1678.0,1808.0,1805.0,1820.0,2821.0,2117.0,2117.0,1938.0,2121.0,2117.0,2117.0,2117.0,2117.0,2117.0,2117.0,2117.0,2117.0,72233.0,80860.0,81172.0,3181.0,79370.0,81046.0,79674.0,79699.0,3212.0,65582.0,37251.0,3212.0,3212.0,76050.0,53860.0,3212.0,3212.0,3212.0,3212.0,46700.0
zeusmp_600B,3785.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,1702.0,3782.0,3782.0,3782.0,3782.0,3782.0,3782.0,3782.0,3782.0,3600.0,3309.0,3782.0,3782.0,3783.0,3269.0,3782.0,3782.0,3782.0,3782.0,3547.0
gcc_56B,15170.0,2742.0,2608.0,2799.0,2771.0,2645.0,2579.0,2758.0,2937.0,2518.0,2772.0,2810.0,2630.0,2657.0,2696.0,2742.0,2742.0,2742.0,2742.0,2742.0,2742.0,2742.0,15169.0,15170.0,15170.0,15170.0,15170.0,15170.0,15170.0,15170.0,15170.0,15170.0,15169.0,15170.0,15170.0,15170.0,15170.0,15170.0,15170.0,15170.0,15170.0,15147.0
perlbench_53B,26433.0,6158.0,6158.0,6158.0,6158.0,6158.0,6158.0,6158.0,6158.0,6108.0,6158.0,6158.0,6156.0,6158.0,6158.0,6156.0,6156.0,6158.0,6158.0,6158.0,6158.0,6158.0,25636.0,26679.0,26679.0,26679.0,26679.0,26679.0,26679.0,26679.0,26679.0,26679.0,26265.0,26679.0,26679.0,26679.0,26574.0,26679.0,26679.0,26679.0,26679.0,25884.0
cactusADM_734B,392.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,542.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,177.0,395.0,375.0,417.0,436.0,434.0,378.0,429.0,407.0,357.0,707.0,407.0,407.0,376.0,617.0,407.0,378.0,394.0,404.0,668.0
lbm_94B,2932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,1632.0,1122.0,2396.0,2502.0,1195.0,771.0,720.0,2744.0,1214.0,1054.0,2960.0,2774.0,1052.0,946.0,3021.0,2616.0,2795.0,2824.0,2544.0
mcf_46B,260602.0,176233.0,174817.0,172520.0,168019.0,172383.0,173928.0,170642.0,177224.0,172148.0,172092.0,171087.0,173756.0,182333.0,175509.0,176296.0,176296.0,176233.0,176233.0,176233.0,176233.0,176233.0,191128.0,272943.0,275650.0,253176.0,253378.0,276179.0,280988.0,284847.0,267386.0,276132.0,236232.0,253343.0,268377.0,275274.0,241854.0,253533.0,253309.0,265828.0,253305.0,198728.0
calculix_3812B,63509.0,56633.0,56633.0,56633.0,56633.0,56633.0,56633.0,56633.0,56633.0,56633.0,56633.0,56633.0,56633.0,56633.0,56633.0,56633.0,56633.0,56633.0,56633.0,56633.0,56633.0,56633.0,59185.0,63509.0,63509.0,63509.0,63509.0,63509.0,63509.0,63509.0,63509.0,63509.0,63509.0,63509.0,63509.0,63509.0,63509.0,63509.0,63509.0,63509.0,63509.0,62791.0
libquantum_1735B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
